"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2025-12-31","367.26","369.79","372.00","367.15","16.03M","-0.53%"
"2025-12-30","369.20","367.10","371.00","366.56","19.03M","-0.03%"
"2025-12-29","369.31","374.00","374.43","368.00","24.12M","-1.37%"
"2025-12-26","374.43","372.96","378.00","370.10","25.72M","0.38%"
"2025-12-25","373.01","374.21","374.21","369.12","20.34M","-0.69%"
"2025-12-24","375.60","378.08","378.08","372.00","21.09M","-0.66%"
"2025-12-23","378.10","372.00","380.50","371.60","23.60M","1.68%"
"2025-12-22","371.84","376.00","377.99","368.10","25.49M","-0.58%"
"2025-12-19","374.00","374.08","377.68","370.80","17.56M","0.54%"
"2025-12-18","372.00","379.57","380.95","370.01","29.64M","-2.98%"
"2025-12-17","383.42","376.45","384.50","375.06","22.26M","1.32%"
"2025-12-16","378.41","386.00","389.08","378.03","19.12M","-1.84%"
"2025-12-15","385.50","391.50","394.97","385.21","18.27M","-1.61%"
"2025-12-12","391.80","392.00","393.39","385.50","24.00M","0.72%"
"2025-12-11","388.99","384.90","398.86","383.38","28.22M","1.73%"
"2025-12-10","382.38","385.05","388.00","377.26","19.43M","-1.34%"
"2025-12-9","387.59","391.50","392.26","386.00","18.69M","-1.25%"
"2025-12-8","392.50","390.43","395.38","385.50","21.66M","0.88%"
"2025-12-5","389.09","387.20","389.31","382.00","23.29M","1.50%"
"2025-12-4","383.35","379.19","383.60","375.15","19.17M","1.93%"
"2025-12-3","376.08","380.09","383.37","375.00","13.99M","-1.05%"
"2025-12-2","380.08","383.50","384.98","377.40","16.35M","-0.75%"
"2025-12-1","382.97","374.76","382.97","374.03","26.75M","2.62%"
"2025-11-28","373.20","370.50","375.48","366.16","20.34M","0.54%"
"2025-11-27","371.20","373.00","378.88","370.00","22.20M","-0.43%"
"2025-11-26","372.82","375.50","375.50","370.07","18.91M","0.12%"
"2025-11-25","372.36","375.00","379.66","370.59","20.63M","0.49%"
"2025-11-24","370.55","373.80","374.90","367.18","22.85M","0.15%"
"2025-11-21","370.00","375.00","383.00","370.00","31.63M","-2.48%"
"2025-11-20","379.39","394.90","395.00","377.01","33.67M","-2.99%"
"2025-11-19","391.10","385.50","398.44","384.96","29.27M","1.58%"
"2025-11-18","385.00","389.00","398.63","381.00","39.57M","-1.48%"
"2025-11-17","390.78","388.00","392.40","382.50","47.69M","-3.30%"
"2025-11-14","404.12","407.00","414.60","403.88","24.17M","-2.76%"
"2025-11-13","415.60","385.05","421.30","385.05","56.27M","7.56%"
"2025-11-12","386.38","390.78","392.99","383.98","21.30M","0.20%"
"2025-11-11","385.60","386.00","394.77","384.50","19.30M","0.28%"
"2025-11-10","384.51","398.40","400.31","383.32","23.90M","-2.75%"
"2025-11-7","395.37","393.50","397.51","388.88","16.55M","0.17%"
"2025-11-6","394.68","390.00","399.49","388.70","23.45M","1.54%"
"2025-11-5","388.70","372.85","393.00","372.00","31.14M","2.57%"
"2025-11-4","378.95","383.06","386.50","374.00","23.94M","-2.04%"
"2025-11-3","386.86","387.00","391.91","375.77","26.37M","-0.49%"
"2025-10-31","388.77","398.00","406.80","388.20","34.05M","-2.39%"
"2025-10-30","398.29","405.98","409.08","396.83","34.31M","-0.43%"
"2025-10-29","400.00","386.00","400.04","384.70","34.47M","3.50%"
"2025-10-28","386.48","386.16","393.80","383.02","28.71M","0.08%"
"2025-10-27","386.18","393.00","393.00","376.57","40.45M","0.11%"
"2025-10-24","385.77","379.97","387.80","378.00","32.04M","2.48%"
"2025-10-23","376.45","373.80","378.80","369.00","24.00M","0.96%"
"2025-10-22","372.86","375.90","378.88","368.20","21.95M","-0.81%"
"2025-10-21","375.90","373.00","381.35","363.10","44.63M","2.56%"
"2025-10-20","366.50","365.00","368.89","359.53","28.43M","2.33%"
"2025-10-17","358.14","367.50","375.00","356.99","31.91M","-2.81%"
"2025-10-16","368.50","367.50","373.90","364.50","27.63M","-0.22%"
"2025-10-15","369.30","358.50","369.71","354.76","36.99M","3.16%"
"2025-10-14","358.00","381.00","385.80","355.77","49.64M","-4.41%"
"2025-10-13","374.50","362.86","384.60","362.86","47.15M","-1.95%"
"2025-10-10","381.95","401.00","403.80","379.01","53.31M","-6.82%"
"2025-10-9","409.89","399.98","424.36","399.74","41.21M","1.96%"
"2025-9-30","402.00","396.00","408.88","396.00","33.03M","1.17%"
"2025-9-29","397.37","386.34","399.89","386.01","38.96M","4.46%"
"2025-9-26","380.40","392.02","399.99","380.00","36.26M","-3.17%"
"2025-9-25","392.85","376.60","402.59","376.47","46.64M","3.40%"
"2025-9-24","379.93","371.00","380.00","366.06","38.31M","3.20%"
"2025-9-23","368.15","368.00","376.96","360.00","34.85M","-0.51%"
"2025-9-22","370.05","370.50","372.72","362.78","28.53M","0.42%"
"2025-9-19","368.49","365.00","375.71","361.72","33.91M","0.44%"
"2025-9-18","366.89","374.59","380.00","360.80","51.89M","-2.71%"
"2025-9-17","377.10","356.80","381.88","354.00","54.38M","6.70%"
"2025-9-16","353.42","356.11","359.00","348.50","37.74M","-0.36%"
"2025-9-15","354.70","346.01","371.52","344.02","71.84M","9.14%"
"2025-9-12","325.00","325.90","329.90","322.20","33.87M","0.76%"
"2025-9-11","322.55","315.55","322.98","309.04","38.03M","2.06%"
"2025-9-10","316.04","317.99","322.00","313.00","36.75M","-1.24%"
"2025-9-9","320.00","322.80","334.58","317.16","43.40M","-1.65%"
"2025-9-8","325.37","334.00","337.65","323.50","58.83M","0.08%"
"2025-9-5","325.11","299.90","325.11","299.82","70.82M","6.93%"
"2025-9-4","304.03","313.47","323.33","300.63","65.75M","-1.61%"
"2025-9-3","309.00","303.50","311.65","303.03","50.90M","2.02%"
"2025-9-2","302.87","304.03","311.10","299.03","37.12M","-0.37%"
"2025-9-1","304.00","306.50","306.90","299.30","43.00M","-0.71%"
"2025-8-29","306.18","278.31","316.66","277.95","78.01M","10.37%"
"2025-8-28","277.41","276.06","278.99","272.72","30.47M","-0.32%"
"2025-8-27","278.30","289.00","289.54","278.19","38.26M","-3.87%"
"2025-8-26","289.50","287.02","290.99","285.58","23.02M","-0.27%"
"2025-8-25","290.28","290.00","293.88","286.78","31.23M","1.08%"
"2025-8-22","287.18","278.93","289.35","278.60","26.42M","2.93%"
"2025-8-21","279.00","279.27","281.80","278.00","18.27M","-0.07%"
"2025-8-20","279.20","277.50","279.99","272.05","23.35M","0.50%"
"2025-8-19","277.80","283.00","284.00","276.22","24.43M","-1.84%"
"2025-8-18","283.00","280.67","285.48","278.02","28.53M","0.83%"
"2025-8-15","280.67","278.38","282.30","276.10","24.11M","0.28%"
"2025-8-14","279.89","276.89","282.00","274.48","37.17M","2.30%"
"2025-8-13","273.60","264.77","275.00","264.51","39.47M","3.93%"
"2025-8-12","263.25","263.50","265.18","257.72","22.24M","-0.16%"
"2025-8-11","263.66","263.48","266.15","262.50","21.33M","0.07%"
"2025-8-8","263.48","264.00","266.16","262.01","17.43M","0.16%"
"2025-8-7","263.05","265.00","266.49","262.20","16.55M","-0.74%"
"2025-8-6","265.00","265.22","266.90","263.23","15.32M","-0.26%"
"2025-8-5","265.70","267.50","269.00","263.50","21.98M","-0.29%"
"2025-8-4","266.48","263.00","268.00","261.70","23.77M","1.30%"
"2025-8-1","263.07","264.80","266.60","262.75","25.25M","-0.59%"
"2025-7-31","264.62","280.80","281.98","264.62","44.71M","-4.50%"
"2025-7-30","277.09","292.20","292.20","276.36","41.59M","-5.05%"
"2025-7-29","291.82","286.70","292.00","286.68","23.39M","1.93%"
"2025-7-28","286.30","283.02","289.09","281.30","23.90M","1.24%"
"2025-7-25","282.80","285.20","285.20","281.75","13.43M","-0.84%"
"2025-7-24","285.20","289.00","289.20","282.91","22.39M","-0.63%"
"2025-7-23","287.02","288.16","290.75","286.59","20.02M","0.13%"
"2025-7-22","286.66","280.00","290.00","279.18","33.31M","2.50%"
"2025-7-21","279.66","277.00","282.00","273.55","32.49M","3.12%"
"2025-7-18","271.20","268.70","272.45","265.80","22.19M","2.15%"
"2025-7-17","265.50","265.37","267.75","264.36","14.51M","0.42%"
"2025-7-16","264.40","268.50","268.70","263.04","15.63M","-1.25%"
"2025-7-15","267.75","268.50","272.50","266.00","16.95M","-0.28%"
"2025-7-14","268.50","271.00","271.32","266.10","14.98M","-1.10%"
"2025-7-11","271.50","271.50","274.00","270.10","21.33M","-0.18%"
"2025-7-10","272.00","274.99","274.99","268.50","24.24M","0.44%"
"2025-7-9","270.80","262.20","274.46","262.10","29.39M","2.84%"
"2025-7-8","263.31","260.70","265.90","259.82","15.59M","0.93%"
"2025-7-7","260.89","265.80","268.88","258.88","17.47M","-1.85%"
"2025-7-4","265.80","265.01","269.98","260.98","27.21M","1.22%"
"2025-7-3","262.59","251.47","263.21","250.59","33.80M","4.85%"
"2025-7-2","250.45","251.50","252.01","249.19","11.57M","-0.42%"
"2025-7-1","251.50","252.50","252.74","249.88","9.53M","-0.29%"
"2025-6-30","252.22","251.50","253.50","249.70","17.62M","0.49%"
"2025-6-27","250.99","256.50","257.45","250.11","23.62M","-0.71%"
"2025-6-26","252.79","255.88","256.29","252.36","19.91M","-0.83%"
"2025-6-25","254.90","246.50","255.88","246.00","31.54M","3.65%"
"2025-6-24","245.92","240.58","248.08","240.58","23.50M","2.63%"
"2025-6-23","239.61","239.30","240.60","238.03","12.71M","-0.27%"
"2025-6-20","240.26","241.06","243.12","239.50","13.69M","-0.76%"
"2025-6-19","242.10","245.30","246.16","241.60","14.80M","-1.41%"
"2025-6-18","245.57","246.98","249.58","245.57","10.46M","-0.28%"
"2025-6-17","246.26","246.96","248.43","245.22","9.77M","-0.16%"
"2025-6-16","246.66","248.00","248.70","245.80","12.22M","-0.62%"
"2025-6-13","248.20","248.10","250.41","246.37","17.40M","-0.64%"
"2025-6-12","249.81","252.00","252.50","248.77","17.57M","-0.28%"
"2025-6-11","250.50","246.09","252.44","244.80","27.99M","3.03%"
"2025-6-10","243.14","245.00","246.86","242.22","13.93M","-0.99%"
"2025-6-9","245.58","248.88","250.88","245.50","18.55M","-1.33%"
"2025-6-6","248.88","252.00","253.33","248.50","16.55M","-1.04%"
"2025-6-5","251.50","251.36","252.44","248.27","13.53M","0.18%"
"2025-6-4","251.05","252.50","253.60","250.70","13.04M","-0.04%"
"2025-6-3","251.15","252.00","253.90","250.44","15.84M","0.46%"
"2025-5-30","250.00","250.90","252.65","247.47","20.43M","-0.73%"
"2025-5-29","251.85","253.00","253.98","249.00","21.79M","-0.69%"
"2025-5-28","253.60","255.61","258.27","253.32","15.46M","-0.15%"
"2025-5-27","253.99","255.89","257.21","252.39","17.67M","-0.75%"
"2025-5-26","255.90","265.00","266.38","252.90","33.01M","-4.15%"
"2025-5-23","266.99","271.01","274.00","266.95","23.00M","-1.25%"
"2025-5-22","270.37","277.80","277.94","268.27","27.61M","-1.35%"
"2025-5-21","274.08","266.99","279.99","265.80","56.52M","4.21%"
"2025-5-20","263.00","264.44","265.50","255.20","34.64M","1.15%"
"2025-5-19","260.00","260.50","260.54","257.27","16.97M","0.25%"
"2025-5-16","259.36","259.14","261.73","257.73","18.90M","-0.32%"
"2025-5-15","260.18","262.62","262.87","259.60","14.11M","-0.92%"
"2025-5-14","262.60","258.77","264.46","256.01","23.15M","1.48%"
"2025-5-13","258.77","262.00","262.00","255.02","20.48M","0.69%"
"2025-5-12","257.00","255.00","257.99","253.00","30.23M","3.52%"
"2025-5-9","248.27","246.07","249.77","244.65","23.69M","1.51%"
"2025-5-8","244.57","239.49","248.68","237.98","31.29M","2.50%"
"2025-5-7","238.61","236.45","240.88","236.08","31.28M","3.01%"
"2025-5-6","231.63","233.91","236.30","231.20","19.69M","0.06%"
"2025-4-30","231.50","233.05","234.38","231.50","15.63M","-0.23%"
"2025-4-29","232.03","234.00","234.80","230.72","16.74M","-1.20%"
"2025-4-28","234.85","238.25","238.26","233.20","14.31M","-0.74%"
"2025-4-25","236.60","237.20","237.92","235.09","12.76M","-0.11%"
"2025-4-24","236.87","234.50","238.66","232.25","18.16M","1.51%"
"2025-4-23","233.35","235.00","238.75","233.00","19.20M","1.15%"
"2025-4-22","230.69","230.00","231.16","227.20","16.94M","-0.29%"
"2025-4-21","231.36","225.46","235.00","224.18","22.01M","2.62%"
"2025-4-18","225.46","225.21","226.50","223.66","11.51M","-0.24%"
"2025-4-17","226.00","223.00","227.33","222.22","15.74M","0.49%"
"2025-4-16","224.89","227.00","227.18","221.55","21.66M","-1.43%"
"2025-4-15","228.15","226.00","230.45","225.12","26.69M","1.85%"
"2025-4-14","224.00","227.15","228.00","222.68","20.70M","0.00%"
"2025-4-11","224.00","216.00","225.55","214.70","30.30M","2.76%"
"2025-4-10","217.98","221.00","222.79","215.46","37.27M","3.12%"
"2025-4-9","211.39","212.92","218.75","210.09","53.60M","-3.50%"
"2025-4-8","219.05","219.95","225.00","216.40","47.66M","1.78%"
"2025-4-7","215.22","226.09","230.00","209.11","72.36M","-11.46%"
"2025-4-3","243.08","245.00","247.70","242.55","23.28M","-2.43%"
"2025-4-2","249.14","250.20","252.46","247.56","13.73M","0.03%"
"2025-4-1","249.06","252.94","254.50","248.58","19.42M","-1.53%"
"2025-3-31","252.94","256.06","257.98","252.12","19.46M","-1.50%"
"2025-3-28","256.80","256.11","258.88","255.80","11.24M","-0.80%"
"2025-3-27","258.88","256.19","262.80","254.25","14.18M","0.76%"
"2025-3-26","256.92","259.40","262.70","256.70","12.90M","-0.99%"
"2025-3-25","259.48","257.71","260.00","255.29","12.79M","0.51%"
"2025-3-24","258.16","257.70","258.98","256.28","16.73M","0.84%"
"2025-3-21","256.00","262.68","264.53","255.67","19.43M","-2.35%"
"2025-3-20","262.15","265.39","266.50","261.02","14.42M","-1.22%"
"2025-3-19","265.39","257.20","266.97","256.78","36.95M","3.26%"
"2025-3-18","257.00","258.00","260.78","255.50","22.58M","0.39%"
"2025-3-17","256.00","263.10","265.47","255.74","33.52M","-2.29%"
"2025-3-14","262.00","253.00","264.85","252.65","35.11M","3.47%"
"2025-3-13","253.22","254.00","259.20","253.00","16.89M","-0.50%"
"2025-3-12","254.50","256.01","256.62","251.49","19.91M","-0.27%"
"2025-3-11","255.20","253.07","255.50","253.05","17.14M","-0.51%"
"2025-3-10","256.50","261.80","261.86","253.61","28.68M","-1.63%"
"2025-3-7","260.76","262.96","263.58","258.68","22.29M","-1.34%"
"2025-3-6","264.31","262.25","265.53","261.00","25.03M","1.27%"
"2025-3-5","260.99","263.00","263.89","258.50","20.87M","-0.76%"
"2025-3-4","263.00","270.00","271.00","262.73","26.84M","-3.85%"
"2025-3-3","273.53","265.00","279.30","262.24","38.74M","3.49%"
"2025-2-28","264.30","269.60","271.31","263.61","22.27M","-2.11%"
"2025-2-27","270.00","270.27","271.70","267.67","23.19M","0.51%"
"2025-2-26","268.62","271.45","272.88","267.18","21.17M","-0.32%"
"2025-2-25","269.48","267.48","274.00","264.51","23.21M","-0.74%"
"2025-2-24","271.50","273.01","274.70","268.16","27.75M","-1.47%"
"2025-2-21","275.55","268.58","276.88","267.78","30.95M","1.98%"
"2025-2-20","270.20","272.80","272.80","267.00","19.59M","-1.22%"
"2025-2-19","273.55","268.57","276.00","268.55","20.45M","1.03%"
"2025-2-18","270.77","272.96","275.50","269.00","23.85M","0.51%"
"2025-2-17","269.40","274.90","274.90","266.02","24.18M","-0.11%"
"2025-2-14","269.71","261.53","273.00","261.53","38.78M","3.18%"
"2025-2-13","261.39","255.99","263.99","255.10","37.54M","2.39%"
"2025-2-12","255.30","250.01","256.00","247.08","27.38M","1.39%"
"2025-2-11","251.80","260.44","260.50","251.06","24.79M","-2.57%"
"2025-2-10","258.45","261.28","261.47","255.18","22.93M","-1.08%"
"2025-2-7","261.28","257.00","262.56","251.62","34.44M","3.23%"
"2025-2-6","253.10","251.00","253.49","249.20","24.90M","0.39%"
"2025-2-5","252.12","260.00","262.00","251.05","24.05M","-1.90%"
"2025-1-27","257.00","260.63","262.97","257.00","17.10M","-1.39%"
"2025-1-24","260.62","256.01","264.78","256.01","22.44M","1.21%"
"2025-1-23","257.50","259.85","262.50","256.98","16.55M","-0.19%"
"2025-1-22","258.00","262.00","264.90","254.21","25.04M","-2.34%"
"2025-1-21","264.18","268.50","268.76","263.22","13.89M","-0.50%"
"2025-1-20","265.52","256.50","267.61","256.31","34.28M","5.57%"
"2025-1-17","251.50","248.50","253.50","248.08","11.11M","0.63%"
"2025-1-16","249.93","252.00","254.60","248.26","16.19M","-0.37%"
"2025-1-15","250.87","256.20","256.40","249.67","15.06M","-2.08%"
"2025-1-14","256.20","247.71","257.00","245.21","20.25M","3.76%"
"2025-1-13","246.91","243.50","250.00","242.00","18.09M","0.37%"
"2025-1-10","246.00","246.50","249.95","244.68","14.73M","-0.54%"
"2025-1-9","247.33","241.35","250.25","241.16","16.93M","0.81%"
"2025-1-8","245.34","245.99","248.31","243.32","27.19M","-1.65%"
"2025-1-7","249.45","243.00","252.00","241.08","40.10M","-2.84%"
"2025-1-6","256.75","258.00","260.00","253.00","17.29M","-0.34%"
"2025-1-3","257.63","258.78","263.00","257.21","18.52M","-0.44%"
"2025-1-2","258.78","266.25","266.30","257.00","23.35M","-2.71%"
"2024-12-31","266.00","265.09","270.50","265.09","24.93M","-0.22%"
"2024-12-30","266.58","260.88","267.50","260.51","22.63M","1.75%"
"2024-12-27","262.00","260.57","263.42","255.00","24.35M","0.29%"
"2024-12-26","261.25","267.20","267.20","261.00","22.44M","-2.51%"
"2024-12-25","267.97","268.91","270.91","266.26","11.41M","-0.10%"
"2024-12-24","268.23","263.00","268.25","263.00","19.62M","1.80%"
"2024-12-23","263.50","262.71","268.88","262.71","20.64M","0.30%"
"2024-12-20","262.71","269.79","270.80","260.32","27.74M","-2.62%"
"2024-12-19","269.79","269.26","272.35","266.62","15.35M","-0.60%"
"2024-12-18","271.41","274.31","274.73","270.31","15.09M","-0.87%"
"2024-12-17","273.80","267.00","278.00","266.54","28.21M","2.47%"
"2024-12-16","267.20","266.22","269.50","264.05","16.26M","0.06%"
"2024-12-13","267.03","269.88","272.00","266.00","28.32M","-2.44%"
"2024-12-12","273.71","265.90","275.38","265.20","22.33M","2.47%"
"2024-12-11","267.10","273.96","279.50","266.52","19.40M","-1.28%"
"2024-12-10","270.57","281.28","281.50","269.33","32.90M","0.94%"
"2024-12-9","268.05","266.99","269.66","264.41","22.46M","0.56%"
"2024-12-6","266.55","256.00","269.90","255.00","33.04M","4.12%"
"2024-12-5","256.00","257.99","258.95","255.01","16.02M","-1.15%"
"2024-12-4","258.97","260.00","262.00","257.50","16.18M","-1.10%"
"2024-12-3","261.84","261.00","262.99","259.00","17.31M","-0.13%"
"2024-12-2","262.19","258.64","263.55","257.21","20.65M","0.36%"
"2024-11-29","261.24","251.23","267.99","251.23","31.37M","2.57%"
"2024-11-28","254.70","259.20","259.53","253.50","22.36M","-2.00%"
"2024-11-27","259.90","254.70","260.90","251.47","27.40M","1.24%"
"2024-11-26","256.72","261.57","263.97","255.66","27.36M","-2.79%"
"2024-11-25","264.10","263.06","266.56","261.18","26.24M","1.93%"
"2024-11-22","259.10","267.93","269.00","258.88","22.56M","-3.41%"
"2024-11-21","268.26","265.66","271.43","263.66","20.55M","0.27%"
"2024-11-20","267.55","266.95","269.90","264.60","22.71M","-0.44%"
"2024-11-19","268.72","262.02","272.00","258.00","34.81M","2.21%"
"2024-11-18","262.92","265.56","270.95","261.00","30.65M","-0.99%"
"2024-11-15","265.56","269.50","275.00","265.56","35.20M","-3.43%"
"2024-11-14","275.00","283.00","284.99","274.66","42.66M","-2.48%"
"2024-11-13","282.00","269.00","288.20","266.77","55.77M","3.29%"
"2024-11-12","273.02","278.28","285.20","270.98","74.40M","2.06%"
"2024-11-11","267.50","252.35","268.99","251.01","49.15M","3.88%"
"2024-11-8","257.50","269.66","272.00","257.10","40.29M","-2.02%"
"2024-11-7","262.80","258.00","262.80","253.88","33.57M","2.46%"
"2024-11-6","256.50","258.99","269.50","253.50","45.24M","-1.87%"
"2024-11-5","261.39","250.58","262.82","249.13","48.48M","4.06%"
"2024-11-4","251.20","244.00","254.30","244.00","24.25M","2.03%"
"2024-11-1","246.20","246.53","249.82","245.18","25.92M","0.09%"
"2024-10-31","245.98","246.99","250.50","244.00","25.50M","-0.83%"
"2024-10-30","248.03","250.00","252.30","244.50","27.13M","-1.49%"
"2024-10-29","251.78","256.24","257.71","251.24","26.99M","-1.74%"
"2024-10-28","256.24","256.13","258.61","253.00","27.60M","-1.02%"
"2024-10-25","258.88","252.34","265.00","246.30","57.90M","5.17%"
"2024-10-24","246.16","249.77","251.50","245.00","21.47M","-1.26%"
"2024-10-23","249.30","247.81","254.94","246.86","32.15M","-0.50%"
"2024-10-22","250.55","254.00","254.56","247.26","27.88M","-1.11%"
"2024-10-21","253.36","259.00","262.53","251.75","58.46M","1.39%"
"2024-10-18","249.89","230.00","258.88","229.60","68.01M","7.94%"
"2024-10-17","231.50","234.00","238.88","230.86","26.16M","-1.00%"
"2024-10-16","233.85","238.82","238.82","233.33","33.59M","-3.06%"
"2024-10-15","241.22","249.81","250.84","241.13","32.77M","-3.40%"
"2024-10-14","249.72","249.99","252.80","244.94","46.76M","3.28%"
"2024-10-11","241.79","255.50","255.50","237.93","47.64M","-6.28%"
"2024-10-10","258.00","255.00","265.99","250.16","60.83M","1.18%"
"2024-10-9","255.00","279.90","279.99","255.00","108.69M","-14.72%"
"2024-10-8","299.00","296.00","301.50","267.66","137.65M","18.70%"
"2024-9-30","251.89","233.02","255.00","232.00","91.36M","11.06%"
"2024-9-27","226.81","212.00","231.68","211.67","70.18M","10.36%"
"2024-9-26","205.51","203.70","207.33","198.93","35.49M","1.19%"
"2024-9-25","203.10","207.39","207.40","202.59","42.01M","2.83%"
"2024-9-24","197.52","191.96","198.17","188.89","35.45M","4.95%"
"2024-9-23","188.20","186.66","189.43","185.50","15.79M","1.40%"
"2024-9-20","185.60","186.90","187.90","183.68","15.50M","-0.70%"
"2024-9-19","186.90","187.00","188.22","183.60","15.77M","0.27%"
"2024-9-18","186.40","183.60","187.43","183.29","11.38M","1.58%"
"2024-9-13","183.50","188.88","188.88","183.50","17.29M","-3.09%"
"2024-9-12","189.35","188.00","192.16","186.71","20.71M","1.50%"
"2024-9-11","186.56","182.40","187.78","181.16","21.20M","2.98%"
"2024-9-10","181.16","185.50","185.50","181.05","15.42M","-2.16%"
"2024-9-9","185.15","185.11","188.66","183.47","13.48M","-0.43%"
"2024-9-6","185.95","186.12","188.50","185.40","7.53M","-0.46%"
"2024-9-5","186.80","187.15","189.55","185.80","12.32M","-0.19%"
"2024-9-4","187.15","185.32","189.00","184.85","16.56M","0.81%"
"2024-9-3","185.65","180.30","186.70","180.02","18.20M","2.46%"
"2024-9-2","181.19","184.44","185.59","181.00","12.99M","-1.71%"
"2024-8-30","184.34","180.80","185.96","180.80","25.43M","1.96%"
"2024-8-29","180.80","179.17","182.99","179.17","15.67M","-1.10%"
"2024-8-28","182.82","182.80","183.69","181.28","10.64M","-0.37%"
"2024-8-27","183.50","182.52","184.49","181.50","9.98M","-0.23%"
"2024-8-26","183.92","181.90","184.56","181.00","14.84M","1.17%"
"2024-8-23","181.80","177.00","182.52","177.00","18.42M","1.68%"
"2024-8-22","178.80","174.98","179.97","174.30","19.90M","2.75%"
"2024-8-21","174.01","174.00","175.41","172.00","11.15M","-0.49%"
"2024-8-20","174.87","175.00","176.00","173.66","8.44M","-0.42%"
"2024-8-19","175.60","173.35","177.94","173.15","14.04M","1.14%"
"2024-8-16","173.62","173.40","176.00","172.88","11.15M","0.13%"
"2024-8-15","173.40","172.00","174.60","171.29","14.48M","0.69%"
"2024-8-14","172.21","172.99","174.45","171.72","9.97M","-0.90%"
"2024-8-13","173.78","168.89","174.96","168.38","19.39M","2.83%"
"2024-8-12","169.00","170.57","171.12","166.80","17.42M","-0.59%"
"2024-8-9","170.00","173.60","174.87","170.00","15.41M","-1.39%"
"2024-8-8","172.40","173.01","173.60","170.12","14.66M","-0.73%"
"2024-8-7","173.67","174.95","176.23","173.67","12.75M","-0.73%"
"2024-8-6","174.95","178.41","179.39","173.71","15.77M","-1.16%"
"2024-8-5","177.00","175.01","180.19","175.00","19.35M","-0.05%"
"2024-8-2","177.09","179.00","180.00","176.74","15.49M","-1.78%"
"2024-8-1","180.30","185.00","186.00","180.10","23.01M","-3.23%"
"2024-7-31","186.31","182.00","186.88","182.00","19.90M","0.77%"
"2024-7-30","184.89","183.22","185.33","183.22","12.73M","0.20%"
"2024-7-29","184.53","187.00","187.00","180.00","21.36M","-2.55%"
"2024-7-26","189.35","190.00","193.30","188.05","23.35M","0.86%"
"2024-7-25","187.73","186.12","190.73","185.06","20.60M","0.76%"
"2024-7-24","186.32","186.00","189.09","185.39","14.47M","0.06%"
"2024-7-23","186.20","189.01","189.70","186.20","11.90M","-1.75%"
"2024-7-22","189.52","191.19","194.18","187.40","17.17M","0.04%"
"2024-7-19","189.44","186.35","190.09","186.20","20.85M","0.58%"
"2024-7-18","188.35","180.00","189.10","179.68","31.99M","4.12%"
"2024-7-17","180.89","178.00","182.66","175.94","18.59M","0.89%"
"2024-7-16","179.30","177.50","180.50","177.30","15.15M","0.66%"
"2024-7-15","178.12","178.30","179.95","177.11","11.47M","-0.93%"
"2024-7-12","179.80","177.85","181.77","177.00","19.55M","1.58%"
"2024-7-11","177.01","175.00","178.98","173.49","20.81M","2.29%"
"2024-7-10","173.05","175.01","180.09","173.05","17.77M","-1.55%"
"2024-7-9","175.77","175.30","177.30","173.09","16.44M","-0.08%"
"2024-7-8","175.91","176.01","178.37","175.01","10.81M","-0.96%"
"2024-7-5","177.62","181.00","182.49","176.50","13.52M","-1.10%"
"2024-7-4","179.60","180.39","182.99","179.20","11.83M","0.06%"
"2024-7-3","179.50","177.00","182.50","176.31","16.21M","1.94%"
"2024-7-2","176.08","173.85","176.96","172.11","14.42M","0.01%"
"2024-7-1","176.07","179.19","179.28","171.17","27.00M","-2.20%"
"2024-6-28","180.03","183.80","185.48","179.84","19.42M","-2.69%"
"2024-6-27","185.00","185.51","185.88","183.01","12.65M","-0.27%"
"2024-6-26","185.51","185.12","186.63","183.20","10.48M","-0.43%"
"2024-6-25","186.32","187.00","189.20","185.60","14.41M","-0.35%"
"2024-6-24","186.98","183.00","187.99","183.00","18.04M","0.98%"
"2024-6-21","185.16","188.31","188.96","182.37","18.47M","-1.51%"
"2024-6-20","187.99","189.99","190.11","187.10","11.56M","-0.54%"
"2024-6-19","189.01","190.60","190.70","187.68","10.75M","-0.69%"
"2024-6-18","190.33","188.15","190.47","187.02","15.65M","1.13%"
"2024-6-17","188.20","182.55","190.50","182.31","26.93M","1.79%"
"2024-6-14","184.89","186.10","186.58","178.58","37.18M","-0.16%"
"2024-6-13","185.18","187.00","190.01","185.12","22.12M","-0.23%"
"2024-6-12","185.60","186.00","189.76","185.48","20.31M","-1.68%"
"2024-6-11","188.77","189.00","192.00","184.61","42.07M","-2.29%"
"2024-6-7","193.20","198.86","202.45","187.59","51.69M","-5.66%"
"2024-6-6","204.79","203.98","206.88","202.20","12.41M","0.33%"
"2024-6-5","204.12","205.70","207.85","204.01","11.78M","-0.90%"
"2024-6-4","205.97","201.99","207.24","201.00","17.71M","1.71%"
"2024-6-3","202.50","197.76","203.60","195.80","18.72M","2.40%"
"2024-5-31","197.76","199.35","202.25","197.76","13.81M","-0.80%"
"2024-5-30","199.35","199.05","200.88","197.66","12.78M","0.28%"
"2024-5-29","198.79","198.01","202.50","197.80","13.34M","0.50%"
"2024-5-28","197.80","199.46","200.58","197.60","12.69M","-1.10%"
"2024-5-27","200.01","201.80","201.80","198.50","16.36M","-0.48%"
"2024-5-24","200.98","202.80","204.86","200.79","15.51M","-1.64%"
